Name,Email,Skills,Corrected_Name,Corrected_Email
JESSICA,resumesample@example.com,"+ Python; + Amazon Web services (EC2, $3,; QS, SNS, Fargate, Lambda).; + Terraform; + Open Search/ Elastic Search; + Java; + Docker; + Orade Sql; + REST API; + Apache Spark; + Airflow; + Snowflake",Justin Ward,justin.ward@example.com
Kennedy Klekamp,klekamp@gmail.com,"time management. Committed to delivering high-quality, efficient, and; scalable software solutions for diverse industry needs.; i Employment History; Senior Python Developer at Inceed, CO; Mar 2023 - Present; + Developed an optimized Python-based application for a major client,; resulting in a 30% increase in efficiency and a 25% reduction in; processing time.; + Implemented an automated testing framework that reduced code; review time by 40% and increased overall code quality, leading to a; 15% reduction in reported bugs.; + Spearheaded the migration of a legacy system to a modern; Python-based platform, which improved system performance by 50%; and decreased maintenance costs by 20%.; + Mentored a team of unior developers, leading toa 100%rretention rate; and a 35% increase in team productivity within six months.; Junior Python Developer at Techtonic Group, CO; ‘Aug 2022 - Jan 2023; * Developed an efficient data processing pipeline for a major client,; resulting in a 50% reduction in processing time and a 30%; improvement in data accuracy.; + Implemented an automated testing framework for critical; applications, leading to a significant decrease in software defects by; 40% and a 25% faster release cycle.; * Optimized and refactored legacy codebase, enhancing overall; performance by 35% and reducing maintenance costs by 20% for the; company.",Kennedy Klekamp,kennedy.klekamp@example.com
PROFESSIONAL,resumesample@example.com,PROFESSIONAL,Susan Hall,susan.hall@example.com
JESSICA CLAIRE,resumesample@example.com,"+ Programming Languages : Python, C, SQL * Machine Learning: Clustering(K- Means/Hierarchical) Regres; + Parallel & Computing : AWS,IBM Watson Studio sion Analysis, Text Mining & Unstructured-Data Analytics; + Data Visualization : Python (Matplotlib, Seaborn), R (ggplot) + Applications / Tools : Git, MS Office, Jupyter Notebook,; PyCharm, Visual Studio.; * Data Science Libraries : PySpark, Scikit- Learn, NumPy, Pandas,; SciPy, NLTK, PyTorch, Keras, Tensorflow, Gensim, spaCy; Amazon Web Services : EC2, $3, IAM, VPC, RDS, DynamoDB,; SNS, SQS, Elastic Load Balancer, Lambda, SageMaker, AWS; RDS, Glue,Athena Lambda Amazon Comprehend; ‘Work History; Software Python Developer as Freelancer, 01/2019 - 03/2021; Grow Therapy — City, STATE,; * Determined, using Python clustering methods, groups of states where underwriting models were underperforming, and owned; improvements to increase profit by 4%; « Identified procedural areas of improvement through customer data to help improve the profitability of a nationwide retention program by; 8%; * Developed and owned the reporting for a nationwide retention program using Python, SQL, and Excel, saving an average of 60 hours of; labor each month; * Led data extraction and evaluation; Partnered with product team to build a production recommendation engine in Python that improved the average length on page for users; and resulted in incremental annual revenue; Software Engineer, 01/2018 - 07/2018; Grow Therapy — City, State; + Responsible for architecting, designing, implementing and supporting of cloud based infrastructure and its solutions.; © Managing Amazon Web Services (AWS) infrastructure Proficient in AWS services like VPC, EC2, $3, ELB, AutoScalingGroups(ASG),; EBS, RDS, IAM, CloudFormation, Route 53, CloudWatch, CloudFront, CloudTrail.",JESSICA CLAIRE,jessica.claire@example.com
JESSICA CLAIRE,resumesample@example.com,"and French; Semis; Programming Finance; Python, Javascript, Flask, Django, HTML, CSS, Jquery, Bootstrap, Forex, Futures, Options, Trading, Treasury, ALM, Fixed Income,; ‘Materialize, Ajax, Web Scraping, Automation, web development, Corporate Finance, Modeling, Pricing, Hedging, Bloomberg, Reuters.; Pandas, Numpy, VBA, Microsoft Office.; Work History; Current to Current Full Stack Python Developer; Ipmorgan Chase & Co. —Renton; Completed financial technology full stack development bootcamp.; + Easy Money Fast - Revolutionary betting website that introduces potential to become an addictive game that; ‘© Hunting Headhunters - Useful tool for finding a job through LinkedIn. Automated bot that visits headhunters; profiles according to industry and location criteria. These profiles have Premium accounts and know when you visit; them. It increases your awareness among potential employers and the likelihood to get a job. Technologies included; Python, Selenium, PhanthomJS, BeautifulSoup.; ‘= wwwzingpython.com . Volunteer work to help people learn Python. Wrote his own tutorial and helped with the; design and functionality of the website.; Current to Current ALM Trader; Mitsul - Bank Of Tokyo — City, STATE; ‘© Responsible of the ALM of Santiago Branch Through process automation, SQL manipulation and financial; ‘modeling, he was able to create and manage the balance sheet on a daily basis with one click, a process that; required many people and hours to present it only once a month to management.; ‘* Created and introduced a more robust and tested model for funds transfer pricing for the commercial areas. The; model was completely automated and backtested, avoiding human error and saving time during trading hours.; Traded many treasury instruments including forex, fx swaps, treasury bonds, deposits, central bank facilities,; repos.; + Presented to ALCO monthly. The meeting included management, managing director of the commercial areas,; compliance and ALM division from NYC.; Current to Current Junior ALM Trader; Banco Santander Chile — City, STATE; ‘* Junior asset and liability management trader, responsible for modeling funds transfer pricing curves for the; commercial areas. Modeling included instruments such as IRS, CCS, bonds, deposits, lines of credit, commercial; papers, FX swaps.; ‘= Process automation through Bloomberg and VBA to execute daily tasks faster and ALCO presentations to the; CFO.; + Traded directly with intemational/local counterparties to get funding and provide liquidity to the bank.; Epucation; 2016 Full Stack Developer: Python, FinTech; Byte Academy - New York, NY; 2009 - 2014 Bachelor of Arts: Business and Economics; Pontificia Universidad Catolica - Santiago, CHILE; 2011 Bachelor of Arts: Economics; University of California Santa Barbara - Santa Barbara, CA; ADDITIONAL INFORMATION",JESSICA CLAIRE,jessica.claire@example.com
Robert Smith,,"DJANGO, HTML, JQuery,; MYSOL, PYTHON,",Robert Smith,robert.smith@example.com
JESSICA CLAIRE,resumesample@example.com,"© Programming Languages -Python, C, SQL. Analysis,Text Mining & Unstructured-Data Analytics.; © Parallel & Computing : AWS,IBM Watson Studio * Applications / Tools : Git, MS Office, Jupyter Notebook,; * Data Visualization : Python (Matplotlib, Seaborn), R (ggplot) PyCharm, Visual Studio; * Data Science Libraries : PySpark, Scikit-Learn, NumPy, Pandas,; SciPy, NLTK, PyTorch, Keras, Tensorflow, Gensim, spaCy; * Amazon Web Services : EC2, $3, IAM, VPC, RDS, DynamoDB,; SNS, SQS, Elastic Load Balancer, Lambda, SageMaker, AWS; RDS, Glue,Athena Lambda Amazon Comprehend; ‘Work History; Software Python Developer. 01/2019 - Current; Factset Research Systems Inc. — Youngstown, OH; Consumer Reports; * Determined, using Python clustering methods, groups of states where underwriting models were underperforming, and owned; improvements to increase profit by 4%; « Identified procedural areas of improvement through customer data to help improve the profitability of a nationwide retention program by; 8%; * Developed and owned the reporting for a nationwide retention program using Python, SQL, and Excel, saving an average of 60 hours of; labor each month; * Led data extraction and evaluation; + Partnered with product team to build a production recommendation engine in Python that improved the average length on page for users; and resulted in incremental annual revenue; Software Engineer, 01/2018 - 07/2018; Factset Research Systems Inc. — Jackson, WY; + Responsible for architecting, designing, implementing and supporting of cloud based infrastructure and its solutions.; © Managing Amazon Web Services (AWS) infrastructure; « Proficient in AWS services like VPC, EC2, $3, ELB, AutoScalingGroups(ASG), EBS, RDS, IAM, CloudFormation, Route 53,; CloudWatch, CloudFront, CloudTrail.",JESSICA CLAIRE,jessica.claire@example.com
JESSICA CLAIRE,resumesample@example.com,"* Programming Languages : Python, C, SQL.; * Parallel & Computing : AWS.IBM Watson Studio; Powerpoint; Statistical analysis; + Data Visualization : Python (Matplotlib, Seaborn), R (ggplot) Data Mining; * Machine Learning: Clustering(K- Means/Hierarchical) Regres Tableau; sion Analysis, Text Mining & Unstructured-Data Analytics Agile Development; © Applications / Tools : Git, MS Office, Jupyter Notebook, Database/Storage; PyCharm, Visual Studio. Powerpoint; * Data Science Libraries : PySpark, Scikit-Leamn, NumPy, Pandas, Statistical analysis; SciPy, NLTK, PyTorch, Keras, Tensorflow, Gensim, spaCy Data Mining; Amazon Web Services : EC2, $3, IAM, VPC, RDS, DynamoDB, —« Tableau; SNS, SQS, Elastic Load Balancer, Lambda, SageMaker, AWS Agile Development; RDS, Glue,Athena Lambda Amazon Comprehend Database/Storage; + Tableau Powerpoint; gile Development; Statistical analysis; © Database/Storage Data Mining; * Powerpoint Tableau; « Statistical analysis, Agile Development; * Data Mining Database/Storage; * Tableau Powerpoint; gile Development Statistical analysis; © Database/Storage Data Mining; * Powerpoint; « Statistical analysis,; * Data Mining; * Tableau; * Agile Development; © Database/Storage; Work History; Software Python Developer as Freelancer, 01/2019 - 03/2021; Grow Therapy — City, STATE,; * Determined, using Python clustering methods, groups of states where underwriting models were underperforming, and owned; improvements to increase profit by 4%; « Identified procedural areas of improvement through customer data to help improve the profitability of a nationwide retention program by; 8%; * Developed and owned the reporting for a nationwide retention program using Python, SQL, and Excel, saving an average of 60 hours of; labor each month; * Led data extraction and evaluation; Partnered with product team to build a production recommendation engine in Python that improved the average length on page for users; and resulted in incremental annual revenue; Software Engineer, 01/2018 - 07/2018; Grow Therapy — City, State; + Responsible for architecting, designing, implementing and supporting of cloud based infrastructure and its solutions.; © Managing Amazon Web Services (AWS) infrastructure Proficient in AWS services like VPC, EC2, $3, ELB, AutoScalingGroups(ASG),; EBS, RDS, IAM, CloudFormation, Route 53, CloudWatch, CloudFront, CloudTrail.",JESSICA CLAIRE,jessica.claire@example.com
JeECLAIRECLAIREICA CLAIRE,,"Technical ClairekillClaire; « LanguageClaire; * Python, Java, R, C, C+; * ToolClaire; « Pycharm, ViClaireual Clairetudio, R Clairetudio, Power BI,; Tableau, ClaireAClaire Clairetudio, Gephi, EclipClairee,; Putty, MainframeClaire, Excel, Jupyter Notebook, Azure; DatabrickClaire, Apache Airflow,; * Operating ClaireyClairetem; * WindowClaire, Unix, Linux; * DatabaClaireeClaire; * Oracle, MyClaireQL, ClaireQL, NoClaireQL (MongoDB),; PoClairetgreClaireQL; * MethodologieClaire; * Waterfall, Agile; * Cloud ClaireerviceClaire; * Amazon Web ClaireerviceClaire (AWClaire); « Programming LanguageClaire: Java, C#, Net, Python; * Project Management; * Claireoftware ComponentClaire and LibrarieClaire; * DatabaClaireeClaire: Oracle, MongoDB; * Claireoftware Documentation Control; * EagerneClaireClaire to Lea New TechnologieClaire; + Teamwork and Collaboration; * API DeClaireign and Development; RDMClaire Development and ClaireQL; Object-Oriented Programming; Data Clairetorage and Retrieval; ContinuouClaire Integration ClaireyClairetemClaire; Analytical Thinking and Problem Claireolving; Claireource and VerClaireion Control: Git, Github; Clairetrong InterperClaireonal and Communication; ClairekillClaire; Performance Evaluation and Optimization; Claireoftware TeClaireting and Validation; Code and Quality ClairetandardClaire; Time Management and Organization; Claireoftware Development ClairetandardClaire; Data WarehouClaireing and AnalyticClaire; Linux EnvironmentClaire; ProceClaireClaire Improvement; Claireoftware Deployment; ClaireOAP and REClaireTful Web ClaireerviceClaire; Project ClairepecificationClaire; CoClairet AClaireClaireeClaireClairement; Performance AnalyticClaire; Multithreaded Claireoftware ApplicationClaire; CroClaireClaire Functional Collaboration; Debugging and TroubleClairehooting; Claireoftware Quality AClaireClaireurance; * Amazon Web ClaireerviceClaire; « Data ClairetructureClaire and AlgorithmClaire; « Agile/Clairecrum Methodology",JeECLAIRECLAIREICA CLAIRE,jeeclaireclaireica.claire@example.com
JESSICA CLAIRE,resumesample@example.com,"# IavalCiC++ * System backups; « Enterprise technologies * ‘Network maintenance; Worx History; 03/2015 to 07/2015 Automated Python Software Developer; Apex Systems — Cupertino; ‘© Lead the development and Designs for PDF Field Layouts; Created Python layouts; Reviewed and Translated Excel Documents; Coordinated with systems partners to finalize designs and confirm requirements.; Consistently met deadlines and requirements for all production work orders.; 10/2014 to 2015 Android Developer; Outsource Consulting Services, Inc — Tempe; * Worked with Android Studio to create applications.; ‘+ Used Genymotion to emulate Android devices on Windows.; ‘© Wrote code in Java and C++.; 09/2014 to 11/2014 UniFocus - QA Engineer; ‘© Worked with automated systems to deploy application.; * Provided Manual and Automated testing case scripts for system configuration and administration; * Used SQL Management Studio extensively in day-to-day operations to update and insert new data; ‘* Recognized as hard worker that ""enjoys a challenge""; * Recorded testing results through Selenium, and Excel.; ‘© Used Ruby to manage and run automated code for Selenium test suites.; «Sat and worked side by side the developers to maintain the SQL Queries and automation scripts.; ‘* Read and translated code for IIS Servers; Daily use of PowerShell Scripts to automate tasks and test functions.; ‘© Worked in a small group environment alongside Project Managers.; * Front-End as well as Back-End troubleshooting by reading code and finding the source of problems; ‘+ Manually tested parts of Point of Sale Systems to specified guidelines.; 11/2013 to 02/2014 Web Developer Support Engineer; Bdo - City; ‘* Diagnosed and troubleshooted Windows processing problems and applied solutions for corporations.; + Proposed technical feasibility solutions for new functional designs and suggested options for performance; improvement of technical objects; + Provided methodologies for object-oriented software development and efficient database design.; + Consistently met deadlines and requirements for all production work cases.; ‘* Recommended code implementation and system configuration to enterprise level teams.; Ensured network, system and data availability and integrity through preventative maintenance and upgrades.; ‘= Provided continued maintenance and development of bug fixes and patch sets for existing web applications.; ‘© Managed firewall, network monitoring and server monitoring both on- and off-site.; ‘* Recommended architectural improvements, design solutions and integration solutions.; 07/2013 to 11/2013 Desktop Technician; Microsoft; ‘* At Microsoft - Operator.; + Follow specific operating procedures.; ‘# Report status and project progress.; + Escalate issue and implement issue resolution Upgrade PCs at various locations.; + Provide workstation administration.; © Make network and security configurations.; © Backup and Restore PC Data.; ‘* Ensure PCs functioned as specified.; 06/2013 to 06/2013 Desktop Support Technician; ‘Set up new PC hardware.; * Configure installations.; ‘© Test for installation accuracy.; Epucation; ‘May 2012 High School Diploma; Colleyville Heritage High School - Colleyville; ‘May 2013, *Security + Certification, CompTIA; Colleyville Heritage High School - Colleyville, TX; ‘May 2013, *Net + Certification, CompTIA -",JESSICA CLAIRE,jessica.claire@example.com
JESSICA,resumesample@example.com,determination to achieve an excellent outcome.; ACCOMPLISHMENTS,Charles Lewis,charles.lewis@example.com
JESSICA,resumesample@example.com,"Cloud: Openstack, AWS, Azure; Container: Docker, Kubernetes,; EKS, AKS, Podman, Openshift,; Rancher; Databases: PostgreSQL, MySQL,; ‘MariaDB; ‘Monitoring: Prometheus, Grafana,; ELK; CI/CD: Jenkins, Argo CD, GitHub; actions",Joseph Young,joseph.young@example.com
PROFESSIONAL,resumesample@example.com,WORK HISTORY,Rebecca Stewart,rebecca.stewart@example.com
CARLA JENSEN,carla_jensen@gmail.com,"developing scalable software solutions and optimizing performance. Passionate about finding creative solutions to complex; problems and delivering high-quality software solutions. Proven track record of achieving outstanding results, such as reducing; data collection time by 30% and improving database query performance by 50%. Bachelor of Science in Computer Science from; the University of XYZ. Enthusiastic about joining a dynamic team and contributing to the success of an innovative company.; Strengths; 4 Effective Problem Solver ® Excellent Communication; Consistently find creative solutions Ability to effectively communicate; to complex problems, resulting in technical concepts to both; improved efficiency and cost technical and non-technical team; savings for the company. members, resulting in improved; collaboration and successful; project outcomes.",CARLA JENSEN,carla.jensen@example.com
JESSICA CLAIRE,resumesample@example.com,"* Solidworks * Java; * Creo + ANSYS; * Catia * COMSOL; * Python * ABAQUS; ‘Work History; Python Developer Intern, 09/2020 - 06/2021; Corteva, Inc. — Toledo, India; « Prepared and submitted reports and other documentation to assist development team members; * Produced clean, validation-ready code for project needs; « Investigated technical challenges to identify root cause and provide expedient resolutions; Worked on pandas, numpy, scipy and matplotlib.",JESSICA CLAIRE,jessica.claire@example.com
JESSICA,resumesample@example.com,"+ Highly analytical and data; analyst with in -depth; knowledge of My SQL; Python -; Statistical Programming;; + Research Methodologies; Data; Visualization and Modeling,; Cleaning; ‘Communication and Critical; Thinking, Problem Solving,; Team Player; + Languages: Python; + Machine Learning, DS &; Algorithm, Statistics -; ‘Mathematical; + Tools: Scikit-Learn, Pandas,; ‘Open-C¥, NumPy, Tableau, MS; Excel; + Database Applications: SQL; Server, MySQL; + Data Mining, Data Modeting,; Data Warehousing, Data; Visualization; Problem Solving, Adaptability,; Product Understanding,; Teamwork.; + Code and Quality Standards; + Analytical Thinking; + Source and Version Contr; GitHub; + Data Storage and Retrieval; + Software Design; + Data Science; + Object-Oriented Programming; (o0P); + Data Extraction; + Technical Writing; : Git,",Edward Sanchez,edward.sanchez@example.com
JESSICA,resumesample@example.com,"* Programming Languages : Pythor; SQL; + Parallel & Computing : AWS,IBM; Watson Studio; * Data Visualization : Python; (Matplotlib, Seaborn), R (ggplot); + Machine Learning: Clustering(K-; Means/Hierarchical) Regres sion; Analysis,Text Mining &; Unstructured-Data Analytics.; + Applications / Tools : Git, MS; Office, Jupyter Notebook,; PyCharm, Visual Studio.; + Data Science Libraries : PySpark,; Scikit-Learn, NumPy, Pandas,; SciPy, NLTK, PyTorch, Keras,; Tensorflow, Gensim, spaCy; Amazon Web Services : EC2, $3,; IAM, VPC, RDS, DynamoDB, SNE; SQS, Elastic Load Balancer,; Lambda, SageMaker,AWS; RDS,Glue,Athena,Lambda,Amazo; ‘Comprehend",Scott Bell,scott.bell@example.com
JESSICA,resumesample@example.com,"+ Data synchronization; + Oracle; + Project management; + MySQL; + Software Development Lifecycle; + Research and Development; + Design and development.; + Fluent in C, C++, C#; + Web applications; + Data warehousing and analytics; + Oracle (SQLPLUS); + Tools customization; + API design; + Embedded systems; development software; + JavaScript expert; + Time management; + JIRA",Samuel Sanders,samuel.sanders@example.com
JESSICA CLAIRE,resumesample@example.com,"collaboration and in autonomous environments in a fast-evolving technological workspace.; Python , Java, C#.Net, SAS, R; Django, Flask, Tableau, Streamlit U/UX; Dashboard creation; Proficient in HTMLS, JavaScript, CSS; VS Code, Visual Studio, PyCharm; AWS Cloud EC2, Azure, Docker Containers; SQL, Oracle, MongoDb, PostgreSQL, NoSQL, SON, NET/ADO; Linux, Unix, GitBASH, MS DOS, MacOS; Microsoft Suite: Excel, Word,PowerPoint Sharepoint; Agile development methodologies; Scrum, Kanban; Jira Software",JESSICA CLAIRE,jessica.claire@example.com
JESSICA CLAIRE,resumesample@example.com,"collaboration and in autonomous environments in a fast-evolving technological workspace.; Python , Java, C#.Net, SAS, R; Django, Flask, Tableau, Streamlit U/UX; Dashboard creation; Proficient in HTMLS, JavaScript, CSS; VS Code, Visual Studio, PyCharm; AWS Cloud EC2, Azure, Docker Containers; SQL, Oracle, MongoDb, PostgreSQL, NoSQL, SON, NET/ADO; Linux, Unix, GitBASH, MS DOS, MacOS; Microsoft Suite: Excel, Word,PowerPoint Sharepoint; Agile development methodologies; Scrum, Kanban; Jira Software",JESSICA CLAIRE,jessica.claire@example.com
JESSICA,resumesample@example.com,"Cloud: Openstack, AWS, Azure; Container: Docker, Kubernetes,; EKS, AKS, Podman, Openshift,; Rancher; Databases: PostgreSQL, MySQL,; ‘MariaDB; ‘Monitoring: Prometheus, Grafana,; ELK; CI/CD: Jenkins, Argo CD, GitHub; actions",Benjamin Cox,benjamin.cox@example.com
JESSICA CLAIRE,resumesample@example.com,"Trcunicat Sxnis; ‘+ Languages: Python, SQL, HTML, XML, C, C+, Shell Script,; JavaScript, PHP, Machine Learning; Versioning Tools: GIT, CVS, SVN, Bitbucket; Tools & IDE: PyCharm, Sublime, Eclipse, NetBeans, Atom,; + Frameworks: Django, Flask, AngularJS, Node js, jQuery, Jupyter, SeeTest, Selenium WebDriver; Bootstrap * Libraries: Pandas, NumPy, Scikit-Leam, PySpark, Matpotlib,; * Databases: MYSQL, PostgreSQL, NoSQL, MongoDB, Oracle, Seabom, Docker, Jenkins, Ansible; Cassandra * Operating Systems: Windows, Linux, Unix; * Web Services: REST, SOAP, Apache; * Cloud Services: AWS, Lambda, $3, EC2, Amazon EMR",JESSICA CLAIRE,jessica.claire@example.com
JESSICA,resumesample@example.com,"+ Languages: Python; + Database: SQL, MongoDe; + Machine Learning: Regression,; Classification, Clustering,; Decision Trees, Random Forests; + Data Visualization: Matplotlib,; Tableau; + SCM: Git; + ccd; + Docker; + Jira, Kanban board; + Agile Methodology; + ETL Models; + Pyspark; + Redshift; + Snowflake; + BigQuery",Kevin Campbell,kevin.campbell@example.com
JESSICA CLAIRE,resumesample@example.com,"analyzing, and data visualization methods. Strong understanding of core programming concepts and familiarity with a wide-range of; and sociable team player dedicated to quality and efficiency.; Trcunicat Sxnis; + Programming/Development: Python, C#, R, HTML, CSS,; Javascript, SQL; « Frameworks: Anaconda, Django, NET Framework, MVC,; Bootstrap, React; ‘* Operating Systems: Windows 10, OS X; * IDE: Visual Studio Code, Visual Studio, Jupyter Notebook,; Rstudio, PyCharm; Version Control: GitHub, Azure DevOps, Git; Methodology: Agile, Scrum; Databases: MySQL, SQL Server; Business Domains: Physical Health Care, Science Laboratory",JESSICA CLAIRE,jessica.claire@example.com
PROFESSIONAL,resumesample@example.com,WORK HISTORY,Patrick Cooper,patrick.cooper@example.com
JESSICA,resumesample@example.com,"+ Expertise in Linux OS; + Proficient in JAVA, C, C++",Mary Smith,mary.smith@example.com
PROFESSIONAL,resumesample@example.com,WORK HISTORY,Anthony Carter,anthony.carter@example.com
Jessica CLAIRE,resumesample@example.com,"* DevOps Tools: Ansible, Jenkins, Docker, Maven, Bamboo, _—* Databases: SQL, MySQL, MongoDB, DynamoDB; Kubernetes * Vistualization: VMware, Docker; + Programming: Python, C++, Javascript, Shell, Bash * Operating System: Linux, Ubuntu, Debian, Windows and; * Version Control: GIT, SVN, TFS ‘CentOS",Jessica CLAIRE,jessica.claire@example.com
PROFILE,resumesample@example.com,"Jessica Claire; © Montgomery Street, San Francisco, CA 94105 2 (555) 432-1XXX 4 resumesample@example.com; Python Programmer available to fuffl all requirements of the position of Python Programmer with a reputable; company in need.; + Guest services + Loss prevention; ‘+ Inventory control procedures + Cash register operations; ‘+ Merchandising expertise + Product promotions; PYTHON PROGRAMMER 08/2007 to PRESENT; Python | City, STATE; ‘+ Travel to different companies to introduce and encourage the use of Python programming to computer; technicians Work with companies to implement Python programming and train on-site Python; Programmers Speak at conferences and make presentations regarding Python as well as its; applications and features Act as guest speaker in college programs to educate students on; programming options Develop readable and simple curriculum for the average user to get started with; Python; PYCHON PROGRAMMER 07/2004 to 08/2007; SultonCorp | City, STATE; + Used Python programming and language to develop a working and efficient network within the company.; + Utilized Python in the handling of all hits on Django Redis and other applications; ‘+ Performed research regarding Python Programming and its uses and efficiency.; + Developed object-oriented programming to enhance company product management; Bachelor's Degree; XXOX | Computer Science; Clemson University, Clemson, SC; Computer Science Want more? Check out our other examples. See More Examples; basic, conferences, features, mathematics, network, object-oriented programming, presentations, problem",Benjamin Cox,benjamin.cox@example.com
JESSICA CLAIRE,resumesample@example.com,"Semis; ‘* Data analysis & visualization, Math, Data structure & Algorithms, © Operating system: Linux, Microsoft Windows, macOS; Relational Database, EC2 AWS, ETL, SSRS, SSIS, ORM, Object Framework: Flask; Oriented Programming , Agile/Scrum Methodology, RDMS; Development and SQL, Web Programming, Machine Learning &; ALPySpatk, Scala; « Programming Languages: Python, JavaScript, R , MSSQL, PL/; sQu",JESSICA CLAIRE,jessica.claire@example.com
Jessica CLAIRE,,"negotiating with vendors and coordinating tasks with other IT team members. Implements best practices to create doud; functions, applications and databases.; - Big Data Technologies: Hadoop, MapReduce, HDFS, Sqoop,; PIG, Hive, HBase, Oozie, Flume, NiFi, Kafka, Zookeeper, Yarn,; Apache Spark, Mahout, Sparklib; - Databases: Oracle, MySQL, SQL Server, MongoDB, Cassandra,; DynamoDB, PostgreSQL, Teradata, Cosmos.; - Programming: Python, PySpark, Scala, Java, C, C++, Shell script,; Perl script, SQL; - Cloud Technologies: AWS, Microsoft Azure; - Frameworks: Django REST framework, MVC, Hortonworks; + Tools: PyCharm, Eclipse, Visual Studio, SQL*Plus, SQL; Developer, TOAD, SQL Navigator, Query Analyzer, SQL Server; - Operating Systems: Windows 7/8/XP/2008/2012, Ubuntu Linux,; MacOS; - Network Security: Kerberos; - Database Modelling: Dimension Modeling, ER Modeling, Star; Schema Modeling, Snowflake Modeling; « Monitoring Tool: Apache Airflow; + Visualization/ Reporting: Tableau, ggplot2, matplotlib, SSRS and; Power BI; « Machine Learning Techniques: Linear & Logistic Regression,; Classification and Regression Trees, Random Forest, Associative; rules, NLP and Clustering.; ‘Management Studio, SQL Assistance, Eclipse, Postman; + Versioning tools: SVN, Git, GitHub",Jessica CLAIRE,jessica.claire@example.com
CONTACT,youremail@gmail.com,"// PROFESSIONAL; // TECHNICAL; Python, JavaScript, CSS3,; HTMLS5, SQL; ORM libraries; Web frameworks: Django; MVC and MVT Architecture; Data visualization; Agile frameworks; NumPy; PROFESSIONAL; DEVELOPMENT; PCPP1 — CERTIFIED; PROFESSIONAL IN PYTHON; 05/2011; MTA 98-381 — MICROSOFT; TECHNICAL ASSOCIATE; 07/2011-01/2012; PSM Il ASSESSMENT; CERTIFICATE - PROFESSIONAL; SCRUM MASTER05/2012; Motivated PCPP1 and MTA-certified Python developer and professional scrum master with",Benjamin Bryant,benjamin.bryant@example.com
CONTACT,info@resumekraft.com,Python; R; Machine Learning; Data Analytics using MS Excel; SQL; DB2; HTML; Go Language,Laura Russell,laura.russell@example.com
Python Developer / QA hone: (173) 456 78 99,Infow@qulkresurme.com,"DJANGO, JAVASCRIPT, MYSQL, PYTHON, CSS",Jennifer White,jennifer.white@example.com
JESSICA,resumesample@example.com,+ JavaScript expert; + Interface design and; implementation; + SQL expert; + SDLC processes; + Dashboard creation,Benjamin Cox,benjamin.cox@example.com
J,resumesample@example.com,"‘AWS: EC2, Amazon $3, ECS,; ‘Amazon RDS, VPC, IAN,; Lambda, Amazon Elastic Load; Balancing, Cloud Front, Auto; Scaling, Cloud Watch, Redshift,; ‘AWS STACK.",Brian Evans,brian.evans@example.com
Jessica CLAIRE,resumesample@example.com,"emerging technologies.; Technologies DHTML, RESTFUL, Applets, NetBeans, AJAX, XSLT, JMS,; Mule ESB 3.x, 4.x, API Management, MQ Series, SOAP, REST —_ JDBC, J2EE, Servlets, JSTL.",Jessica CLAIRE,jessica.claire@example.com
JESSICA CLAIRE,resurnesample@example.com,"React, Nodejs, HTML, CSS/CSS3, and Python Programming Language. My goal is to expand my knowledge to an extent; where | am able to provide architectural solutions in Software Development.; * ReactJS/Redux/Flux/MobX, React-Router, React-; bootstrap/Semantic-UI, Material-UI; * Python/Django/Django REST Framework/Flask MongoDB, PostgreSQL, MySQL; * TypeScript, HTMLS, CSS3, Bootstrap, SASS/LESS AWS(EC2, Lambda, DynamoDB, $3, etc), Heroku,; * NodeJs, PHP. Firebase, Azure (DataBricks); CI/CD, Pipeline, Gitlab, Jenkins; NPM, WebPack, Babel, Yam, Gulp/Grunt, Docker; Work History; Sr. Software Engineer, 06/2019 to Current; Lumeris - Maine, ME; * Checked client code for bugs and weaknesses using approved troubleshooting methods.; + Worked with project managers, developers, quality assurance and customers to resolve technical issues.; * Led software development initiative as subject matter expert and primary point-of-contact for project management; staff.; Science , while working to improve overall team performance.; Full Stack Developer, 10/2017 to 03/2019; Oracle - Oklahoma City, OK; PROJECT DESCRIPTION; Prescription pack is a EHR ( Electronic Health Records ) platform, where it collects the patients records and store, so; patient and doctor can access the records for future diagnosis.; * Responsible for SDLC process in gathering requirements, system analysis, design, development, testing and; deployment.; * Developed single page application for web pages and mobile application using HIMLS, C883; * Used GIT and GitHub for continuous integration.",JESSICA CLAIRE,jessica.claire@example.com
Jessica CLAIRE,,technologies.,Jessica CLAIRE,jessica.claire@example.com
JESSICA CLAIRE,resumesample@example.com,"* Java, Spring boot, Azure, Microservices, Struts 1.3, JSP, HTML,; CSS, Servlets, SOAP, oracle, Linux, AGILE, Eclipse, MongoDB,; MySQL, SQL, Python, XGBoost, Decision tree & Random Forest,; KNN, SVM, Naive Bayes, SGD, AdaBoost, LDA, QDA, Neural; Network, LightGBM, GBC, React JS, ISX, virtual DOM, GitHub,; Microsoft Power BI, Excel; * Technical Instruction; * Troubleshooting and Diagnosing; * Microsoft Certification; * Documentation Development; * Technical Troubleshooting; + Customer Service Support; * MySQL; * UNIX Shell Scripting; * Linux+ Certification; * Database Management; + LAN and WAN Assessment; «Hardware and Software Configuration; * API Design and Development; * Code and Quality Standards; * Continuous Integration Systems; * Agile/Scrum Methodology",JESSICA CLAIRE,jessica.claire@example.com
